TIENDA;DIRECCION CAMARA Y COMERCIO;CIUDAD/MUNICIPIO;DEPARTAMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SAN CAYETANO;CR 95 A NO. 129 C - 08;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CALLE 100 CON 15;CL 99 NO. 14 - 49 LC 4 - 5 Y 7;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG GRANADA;CL 78 B NO. 120 A 56;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG NARANJOS;AV CR 91 NO. 129 F 20;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG POLITECNICO;CR 10 # 72 57 GS1;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SAN CARLOS;TV 138 NO. 139 35;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SANTA FE;AV 9 NO. 121 46 / 50;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ZONA T;AC 85 NO. 14 05 P 2;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SANTA PAULA;AK 15 NO. 102 59;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG LOS PINOS;CL 72 A Nø 87-24;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG KUKARAMAKARA;CR 15 NO. 93 57 LC 102;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ALTOS DE CHOZICA;AC 145 NO. 88 24 1 ER P;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG PRADO JARDIN;CR 51 NO. 131 51;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG TITAN 80;CR 69 T NO. 80 25;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG GRANJA II;CL 77 A NO. 80 A 44;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CHAPINERO ALTO;CR 4 A NO. 67 - 87;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CASA BLANCA;CL 146 # 80 69;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ENGATIVA MUELLE;CL 65 # 105 - 41;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG AUTO 106;AK 45 # 106 B 66;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG FONTANAR DEL RIO;AC 145 # 145 10;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG PORCIUNCULA;CR 15 # 72 30;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG PUENTE LARGO;TRANSVERSAL 59 A N§ 114 - 18;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG 128 BULEVAR;CR 58 128 A 43;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG MULTICENTRO;CL 119 12 36;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG BOSQUES DE MARIA;CR 110 71 A 21;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG BCH 52;CR 17 # 52 - 50;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOS ANGELES;CR 97 A # 64 G -15;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ALCAPARROS;CL 132 NO. 108 10;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG DARK STORE;CL 66 # 20 - 53;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG MINUTO;TV 76 # 82 C - 74;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUJAN;AV BOYACA # 64 J - 71;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARQUE BOYACA;CL 71 # 75 - 16;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG OCCIDENTAL CL 80;AC 80 # 69 H - 47;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG EL POLO;AK 20 # 87 - 51;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SAN ANTONIO ENG;CL 68 # 105 G - 31 - 37 - 43 - 49;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG VILLA CINDY;CR 158 B # 137 B - 10;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SANTA ROSITA;CR 94 # 75 - 42;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG PLAZA QUIRIGUA;CR 94 G # 90 - 52;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SUBA FIESTA;CL 144 # 101 - 56 LC 704;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG PALO BLANCO;AK 70 # 71-21;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG COLOMBIA;CR 20 # 70 - 05;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CHAPINERO CENTRAL;CL 59 # 10 - 31;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG EL LAGO;CR 14 NO. 79-79;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CC AVENTURA;CL 130 # 58 - 20 LC 17 AL 20;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CERROS DE SOTILEZA;CL 128 B 79 A 03;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TENJO EL GATO;LC 106 LT LA MAGDALENA VDA SANTA CRUZ;TENJO ;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SUBA ORQUIDEAS;CR 97 B # 156 B - 38;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG SANTA ANA ORIENTAL;AK 7 113 12 LC 101;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG MIRADOR DEL PARQUE;DG 150 # 142 - 10;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ENGATIVA VILLA GLADIS;CR 111 B # 64 D - 17 / 29;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG CC BULEVAR NIZA;CR 58 # 127 - 59 CC BULEVAR NIZA LC 2 128/129;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG TORRE IMPERIAL;CR 103 B # 154 - 61 LC 1 - 9;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ENGATIVA SAN LORENZO;CR 117 A # 69 B 22;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG PASADENA 108;CALLE 108 # 48 - 47;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRADORES DE PONTEVEDRA;CALLE 95 No. 71-87;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TENJO ZAJANA;CARRERA 2 N. 12 - 44;TENJO ;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LA CAROLINA;CALLE 127 N. 13A - 34 LOCALES 101/102/103/104;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARQUE CENTRAL;CALLE 78 C 130-55;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATIOS SAN LUIS;CALLE 102 A 13 10 ESTE LA CALERA;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUBAZAR;CALLE 145 No 91 -34 LOCAL 121;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEPE SIERRA 2;AC 116 No 19 A -41;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUEV STA BARBARA;CR 18 No 118-08;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALAMOS 72;AV. CALLE 72 # 100B - 04;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHICO NORTE;CL 95 11A 54 / 56;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AURES VILLA MARIA ;CR 118 #129 D 04;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CALLEJA ALTA;AK 19 #127 34;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VARIANTE COTA;CALLE 11 COTA;COTA ;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VITRA ART;CARRERA 14 # 58 - 26;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SABANA SHOP;VIA SIBERIA COTA CUNDINAMARCA;COTA ;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ECOTEK 99;CALLE 99 # 10 - 57;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CALATAYUD ;CR 76 # 145 - 97;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BELLA SUIZA 127 ;AK 9 # 127 - 58;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BELLA VISTA 68 ;AK 68 67B 35;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUTOPISTA 128;KR 45 A  # 128A - 46;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLAZA IMPERIAL ;CRA 104 # 151 - 2 A 151 - 46, LOCAL 1 - 101 Y 1 - 101 - 1 C.C PLAZA IMPERIAL;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOG ROSALES;Cl. 72A # 5 ? 22;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72 DEL LAGO;CL 72Aÿ 73A -35;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MERCADO DE CHICO;CALLE 90 # 16 - 34;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE CENTRAL;calle 77 a # 11-32 piso 1;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUENTE 106;KR 53 104B 75;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T ESC SOTILEZA;TRANSVERSAL 60 NO. 128 A 14;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLAZA CAMPANELLA;Calle 154 a No.94 ? 91?;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN AGUSTIN;KR 93A 129B 25;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARQUE GAITANA;Calle 136 No.125B ? 10;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QUINTA MUTIS;AK24 No. 63-76;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FERIAS OCCIDENTAL;Clle 72 N 69 P-40;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARQUE GINEBRA;Calle 130 No. 7? 23;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AV CALLE 116;Av.ÿCalleÿ116 No. 71B - 42?;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LA HERMITA;Calle 63B Nø 116A - 35;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOAQUIN  66;AV CALLE 68 # 66-07;BOGOTµ D.C;BOGOTµ D.C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
